time,posttime,package,uid,type,schedulingon
1527426517393,1527426010938,kr.co.rinasoft.howuse,10251,0,0
1527426517398,1527424294522,com.wr.alrim,10197,0,0
1527426517398,1527421538650,com.wr.alrim,10197,0,0
1527426517399,1527425386247,com.sirma.mobile.bible.android,10204,0,0
1527426517400,1527415282993,flipboard.boxer.app,10118,0,0
1527426517400,1527379250773,com.saltybright.android.verse,10293,0,0
1527426517401,1527426405145,kr.co.rinasoft.howuse,10251,0,0
1527426517401,1527426477282,com.android.systemui,10007,0,0
1527426517402,1527426025049,android,1000,0,0
1527426591499,1527426558912,com.sec.android.app.samsungapps,10025,1,0
1527426669798,1527426010938,kr.co.rinasoft.howuse,10251,0,0
1527426669801,1527424294522,com.wr.alrim,10197,0,0
1527426669801,1527421538650,com.wr.alrim,10197,0,0
1527426669802,1527426588283,com.sec.android.app.samsungapps,10025,0,0
1527426669803,1527425386247,com.sirma.mobile.bible.android,10204,0,0
1527426669805,1527415282993,flipboard.boxer.app,10118,0,0
1527426669806,1527379250773,com.saltybright.android.verse,10293,0,0
1527426669807,1527426550627,kr.co.rinasoft.howuse,10251,0,0
1527426669807,1527426658233,com.android.systemui,10007,0,0
1527426669808,1527426025049,android,1000,0,0
1527426686398,1527415282993,flipboard.boxer.app,10118,1,0
1527426686469,1527425386247,com.sirma.mobile.bible.android,10204,1,0
1527426686476,1527426588283,com.sec.android.app.samsungapps,10025,1,0
1527426686482,1527421538650,com.wr.alrim,10197,1,0
1527426686504,1527424294522,com.wr.alrim,10197,1,0
1527426686523,1527426010938,kr.co.rinasoft.howuse,10251,1,0
1527426832546,1527426802843,com.google.android.gm,10125,0,0
1527426832547,1527426802886,com.google.android.gm,10125,0,0
1527426832548,1527379250773,com.saltybright.android.verse,10293,0,0
1527426832549,1527426704729,kr.co.rinasoft.howuse,10251,0,0
1527426832551,1527426819130,com.android.systemui,10007,0,0
1527426832552,1527426025049,android,1000,0,0
1527426854069,1527426802843,com.google.android.gm,10125,0,0
1527426854070,1527426802886,com.google.android.gm,10125,0,0
1527426854070,1527379250773,com.saltybright.android.verse,10293,0,0
1527426854071,1527426704729,kr.co.rinasoft.howuse,10251,0,0
1527426854073,1527426850020,com.android.systemui,10007,0,0
1527426854075,1527426025049,android,1000,0,0
1527426875498,1527426802886,com.google.android.gm,10125,1,0
1527426875887,1527426802843,com.google.android.gm,10125,1,0
1527426899478,1527379250773,com.saltybright.android.verse,10293,0,0
1527426899479,1527426896544,kr.co.rinasoft.howuse,10251,0,0
1527426899480,1527426850020,com.android.systemui,10007,0,0
1527426899481,1527426025049,android,1000,0,0
1527426903430,1527379250773,com.saltybright.android.verse,10293,0,0
1527426903432,1527426896544,kr.co.rinasoft.howuse,10251,0,0
1527426903434,1527426899536,com.android.systemui,10007,0,0
1527426903437,1527426025049,android,1000,0,0
1527426946237,1527379250773,com.saltybright.android.verse,10293,0,0
1527426946239,1527426896544,kr.co.rinasoft.howuse,10251,0,0
1527426946240,1527426929798,com.android.systemui,10007,0,0
1527426946241,1527426025049,android,1000,0,0
1527426992259,1527426980353,com.google.android.gm,10125,0,0
1527426992260,1527426980367,com.google.android.gm,10125,0,0
1527426992261,1527379250773,com.saltybright.android.verse,10293,0,0
1527426992262,1527426896544,kr.co.rinasoft.howuse,10251,0,0
1527426992263,1527426990070,com.android.systemui,10007,0,0
1527426992263,1527426025049,android,1000,0,0
1527426996053,1527426980353,com.google.android.gm,10125,1,0
1527426996074,1527426980367,com.google.android.gm,10125,1,0
1527427057155,1527379250773,com.saltybright.android.verse,10293,0,0
1527427057156,1527426993185,kr.co.rinasoft.howuse,10251,0,0
1527427057157,1527427050419,com.android.systemui,10007,0,0
1527427057158,1527426025049,android,1000,0,0
1527427157938,1527427149600,com.facebook.katana,10275,0,0
1527427157940,1527379250773,com.saltybright.android.verse,10293,0,0
1527427157941,1527426993185,kr.co.rinasoft.howuse,10251,0,0
1527427157942,1527427140944,com.android.systemui,10007,0,0
1527427157943,1527426025049,android,1000,0,0
1527427164326,1527427159860,com.google.android.gm,10125,0,0
1527427164328,1527427149600,com.facebook.katana,10275,0,0
1527427164329,1527427159878,com.google.android.gm,10125,0,0
1527427164332,1527379250773,com.saltybright.android.verse,10293,0,0
1527427164333,1527427158877,kr.co.rinasoft.howuse,10251,0,0
1527427164335,1527427140944,com.android.systemui,10007,0,0
1527427164336,1527426025049,android,1000,0,0
1527427177254,1527427159878,com.google.android.gm,10125,1,0
1527427177315,1527427159860,com.google.android.gm,10125,1,0
1527427177343,1527427149600,com.facebook.katana,10275,1,0
1527427271177,1527427265625,com.facebook.orca,10292,0,0
1527427271178,1527379250773,com.saltybright.android.verse,10293,0,0
1527427271179,1527427222032,kr.co.rinasoft.howuse,10251,0,0
1527427271180,1527427241550,com.android.systemui,10007,0,0
1527427271180,1527426025049,android,1000,0,0
1527427271181,1527427264630,com.facebook.orca,10292,0,0
1527427274886,1527427265625,com.facebook.orca,10292,0,0
1527427274887,1527379250773,com.saltybright.android.verse,10293,0,0
1527427274888,1527427222032,kr.co.rinasoft.howuse,10251,0,0
1527427274889,1527427271653,com.android.systemui,10007,0,0
1527427274890,1527426025049,android,1000,0,0
1527427274890,1527427264630,com.facebook.orca,10292,0,0
1527427280056,1527427265625,com.facebook.orca,10292,0,0
1527427280057,1527379250773,com.saltybright.android.verse,10293,0,0
1527427280058,1527427222032,kr.co.rinasoft.howuse,10251,0,0
1527427280059,1527427271653,com.android.systemui,10007,0,0
1527427280060,1527426025049,android,1000,0,0
1527427280061,1527427264630,com.facebook.orca,10292,0,0
1527427283090,1527427265625,com.facebook.orca,10292,0,0
1527427283091,1527379250773,com.saltybright.android.verse,10293,0,0
1527427283091,1527427222032,kr.co.rinasoft.howuse,10251,0,0
1527427283092,1527427271653,com.android.systemui,10007,0,0
1527427283092,1527426025049,android,1000,0,0
1527427283093,1527427264630,com.facebook.orca,10292,0,0
1527427285893,1527427265625,com.facebook.orca,10292,0,0
1527427285895,1527379250773,com.saltybright.android.verse,10293,0,0
1527427285896,1527427284380,kr.co.rinasoft.howuse,10251,0,0
1527427285897,1527427271653,com.android.systemui,10007,0,0
1527427285898,1527426025049,android,1000,0,0
1527427285899,1527427264630,com.facebook.orca,10292,0,0
1527427288585,1527427265625,com.facebook.orca,10292,0,0
1527427288586,1527379250773,com.saltybright.android.verse,10293,0,0
1527427288587,1527427284380,kr.co.rinasoft.howuse,10251,0,0
1527427288588,1527427271653,com.android.systemui,10007,0,0
1527427288589,1527426025049,android,1000,0,0
1527427288589,1527427264630,com.facebook.orca,10292,0,0
1527427291099,1527427265625,com.facebook.orca,10292,0,0
1527427291100,1527379250773,com.saltybright.android.verse,10293,0,0
1527427291101,1527427284380,kr.co.rinasoft.howuse,10251,0,0
1527427291102,1527427271653,com.android.systemui,10007,0,0
1527427291103,1527426025049,android,1000,0,0
1527427291104,1527427264630,com.facebook.orca,10292,0,0
1527427294261,1527427265625,com.facebook.orca,10292,0,0
1527427294262,1527379250773,com.saltybright.android.verse,10293,0,0
1527427294263,1527427284380,kr.co.rinasoft.howuse,10251,0,0
