time,posttime,package,uid,type,schedulingon
1527426591499,1527426558912,com.sec.android.app.samsungapps,10025,1,0
1527426686398,1527415282993,flipboard.boxer.app,10118,1,0
1527426686469,1527425386247,com.sirma.mobile.bible.android,10204,1,0
1527426686476,1527426588283,com.sec.android.app.samsungapps,10025,1,0
1527426686482,1527421538650,com.wr.alrim,10197,1,0
1527426686504,1527424294522,com.wr.alrim,10197,1,0
1527426686523,1527426010938,kr.co.rinasoft.howuse,10251,1,0
1527426875498,1527426802886,com.google.android.gm,10125,1,0
1527426875887,1527426802843,com.google.android.gm,10125,1,0
1527426996053,1527426980353,com.google.android.gm,10125,1,0
1527426996074,1527426980367,com.google.android.gm,10125,1,0
1527427177254,1527427159878,com.google.android.gm,10125,1,0
1527427177315,1527427159860,com.google.android.gm,10125,1,0
1527427177343,1527427149600,com.facebook.katana,10275,1,0
1527427324440,1527427265625,com.facebook.orca,10292,1,0
1527427525835,1527427354684,com.facebook.orca,10292,1,0
1527428350229,1527427914456,com.google.android.gm,10125,1,0
1527428350237,1527427914484,com.google.android.gm,10125,1,0
1527428489397,1527428489133,com.facebook.orca,10292,1,0
1527428569942,1527428557794,com.kakao.talk,10194,1,0
1527428845152,1527428845079,gogolook.callgogolook2,10287,1,0
1527428851177,1527428850673,gogolook.callgogolook2,10287,1,0
1527428851216,1527428847446,com.samsung.android.incallui,1001,1,0
1527428904714,1527428904449,com.samsung.android.incallui,1001,1,0
1527428904759,1527428904622,gogolook.callgogolook2,10287,1,0
1527429497334,1527429497296,com.blinkslabs.blinkist.android,10305,1,0
1527429550602,1527429474784,com.android.systemui,10007,1,0
1527429551675,1527426025049,android,1000,1,0
1527429826707,1527429826577,com.blinkslabs.blinkist.android,10305,1,0
1527429827981,1527429827825,com.blinkslabs.blinkist.android,10305,1,0
1527429974610,1527429974298,com.blinkslabs.blinkist.android,10305,1,0
1527430470834,1527430470720,com.blinkslabs.blinkist.android,10305,1,0
1527430471669,1527430471603,com.blinkslabs.blinkist.android,10305,1,0
1527430653202,1527430653137,com.blinkslabs.blinkist.android,10305,1,0
1527431219505,1527429021008,com.google.android.gm,10125,1,0
1527431219526,1527429021034,com.google.android.gm,10125,1,0
1527442265390,1527442264691,com.android.providers.downloads,10028,1,0
1527442329371,1527442282108,com.android.vending,10040,1,0
1527442856724,1527438355942,com.instagram.android,10285,1,0
1527462009121,1527462001047,com.sec.android.app.clockpackage,10176,1,0
1527462868747,1527462605175,com.kakao.talk,10194,1,0
1527463803539,1527463801128,com.sec.android.app.clockpackage,10176,1,0
1527465778141,1527465600926,com.sec.android.app.clockpackage,10176,1,0
1527466708994,1527464460940,com.nhn.android.music,10210,1,0
1527467677168,1527467677087,com.nhn.android.band,10209,1,0
1527468889369,1527446525871,com.google.android.apps.photos,10158,1,0
1527468938506,1527442327077,com.android.vending,10040,1,0
1527468938596,1527428905079,com.samsung.android.incallui,1001,1,0
1527468938643,1527431037386,com.nhn.android.band,10209,1,0
1527468938650,1527431037409,com.nhn.android.band,10209,1,0
1527468938680,1527446675693,com.sec.android.daemonapp,10150,1,0
1527468938709,1527468870529,com.google.android.gm,10125,1,0
1527468938729,1527468870491,com.google.android.gm,10125,1,0
1527468938733,1527434361771,com.facebook.katana,10275,1,0
1527468938737,1527463061129,com.wr.alrim,10197,1,0
1527468938742,1527463061241,com.wr.alrim,10197,1,0
1527468938749,1527465009108,kr.co.rinasoft.howuse,10251,1,0
1527468938754,1527466703389,com.kakao.talk,10194,1,0
1527469544572,1527469464980,android,1000,1,0
1527470185835,1527470185630,gogolook.callgogolook2,10287,1,0
1527470193706,1527470193407,gogolook.callgogolook2,10287,1,0
1527470193731,1527470188559,com.samsung.android.incallui,1001,1,0
1527470295454,1527470295133,com.samsung.android.incallui,1001,1,0
1527470295490,1527470295315,gogolook.callgogolook2,10287,1,0
1527471890329,1527471883500,com.kakao.talk,10194,1,0
1527472013342,1527471984459,com.kakao.talk,10194,1,0
1527472029321,1527472026159,com.kakao.talk,10194,1,0
1527472587013,1527472168373,com.kakao.talk,10194,1,0
1527472594361,1527472591522,com.kakao.talk,10194,1,0
1527472594412,1527472168960,com.kakao.talk,10194,1,0
1527472626339,1527472597530,com.kakao.talk,10194,1,0
1527473165389,1527472638413,com.kakao.talk,10194,1,0
1527475328753,1527470295696,com.samsung.android.incallui,1001,1,0
1527475329978,1527469710347,com.samsung.android.messaging,10083,1,0
1527475329992,1527469710623,com.samsung.android.messaging,10083,1,0
1527475329999,1527469710698,com.samsung.android.messaging,10083,1,0
1527475739383,1527475522416,com.kakao.talk,10194,1,0
1527476444464,1527476402451,com.sec.android.app.clockpackage,10176,1,0
1527479454103,1527478499480,com.kakao.talk,10194,1,0
1527479496465,1527479496160,com.kakao.talk,10194,1,0
1527479520253,1527476212055,com.kakao.talk,10194,1,0
1527479525301,1527475876593,com.kakao.talk,10194,1,0
1527479525370,1527479518479,com.kakao.talk,10194,1,0
1527498198987,1527498198834,com.blinkslabs.blinkist.android,10305,1,0
1527498232216,1527498232155,com.blinkslabs.blinkist.android,10305,1,0
1527498485780,1527498232098,android,1000,1,0
1527498487738,1527498487659,com.blinkslabs.blinkist.android,10305,1,0
1527499866151,1527499865982,android,1000,1,0
1527499924138,1527499816625,com.kakao.talk,10194,1,0
1527499970529,1527499970209,gogolook.callgogolook2,10287,1,0
1527499995104,1527499984232,com.kakao.talk,10194,1,0
1527499995129,1527499920059,com.kakao.talk,10194,1,0
1527499996378,1527499996129,com.samsung.android.incallui,1001,1,0
1527499996418,1527499996337,gogolook.callgogolook2,10287,1,0
1527501914474,1527500122493,com.google.android.apps.maps,10153,1,0
1527502346533,1527502135292,com.nhn.android.music,10210,1,0
1527502852506,1527500251267,com.kakao.talk,10194,1,0
1527502869284,1527502227429,com.kakao.talk,10194,1,0
1527503032532,1527501577290,com.kakao.talk,10194,1,0
1527503032554,1527502867242,com.kakao.talk,10194,1,0
1527503126061,1527501842235,flipboard.boxer.app,10118,1,0
1527508415706,1527505407462,com.kakao.talk,10194,1,0
1527510058022,1527504189563,com.kakao.talk,10194,1,0
1527510080512,1527508746385,com.kakao.talk,10194,1,0
1527510080558,1527510054749,com.kakao.talk,10194,1,0
1527510129335,1527510129246,com.android.providers.downloads,10028,1,0
1527510162692,1527510130603,com.android.vending,10040,1,0
1527510171939,1527510164471,com.android.vending,10040,1,0
1527512408970,1527512401230,com.sec.android.app.clockpackage,10176,1,0
1527536143853,1527536084776,com.sec.android.app.samsungapps,10025,1,0
1527540996601,1527512402449,kr.co.rinasoft.howuse,10251,1,0
1527540997827,1527515128101,com.google.android.gm,10125,1,0
1527540997851,1527515128128,com.google.android.gm,10125,1,0
1527540997862,1527515128167,com.google.android.gm,10125,1,0
1527540999913,1527498198845,com.blinkslabs.blinkist.android,10305,1,0
1527541001334,1527536140343,com.sec.android.app.samsungapps,10025,1,0
1527541002689,1527511823362,com.sirma.mobile.bible.android,10204,1,0
1527541007711,1527541002822,com.sec.android.daemonapp,10150,1,0
1527541012498,1527508823694,com.sirma.mobile.bible.android,10204,1,0
1527541013932,1527499996560,com.samsung.android.incallui,1001,1,0
1527541045970,1527541017996,com.sec.android.app.samsungapps,10025,1,0
1527541047969,1527541046360,com.sec.android.app.samsungapps,10025,1,0
1527544809489,1527544801382,com.sec.android.app.clockpackage,10176,1,0
1527544895730,1527541042927,com.sec.android.app.samsungapps,10025,1,0
1527544895755,1527541048100,com.sec.android.app.samsungapps,10025,1,0
1527546351935,1527546342466,com.google.android.gm,10125,1,0
1527546351966,1527546342499,com.google.android.gm,10125,1,0
1527546613375,1527546601061,com.sec.android.app.clockpackage,10176,1,0
1527548345501,1527548314090,com.kakao.talk,10194,1,0
1527548346464,1527548341133,com.google.android.gm,10125,1,0
1527548346490,1527548341154,com.google.android.gm,10125,1,0
1527548346501,1527548341200,com.google.android.gm,10125,1,0
1527548347517,1527548341359,com.sec.android.app.clockpackage,10176,1,0
1527548404145,1527548401059,com.sec.android.app.clockpackage,10176,1,0
1527550202784,1527550200770,com.sec.android.app.clockpackage,10176,1,0
